state,city,house_price_per_sqft,number_of_BHKs,school_name,school_email,school_phone_number,college_name,college_email,college_phone_number,weather,temperature,humidity,air_quality,estimated_cost_of_living
Maharashtra,Pune,13.1,2 BHK,Bishop Cottons Girls' School,info@school.edu,4065000000,SRM Institute of Science and Technology,admissions@college.edu,4427000000,Sunny,25.6,51,46,14902
Maharashtra,Pune,1873,3 BHK,Lovely Professional University,admissions@school.edu,8788000000,Lovely Professional University,admissions@college.edu,8788000000,Sunny,29.85,24,96,38892
Maharashtra,Pune,201.48,3 BHK,Sakshi Raghuvanshi,school@school.edu,1142000000,Ram City Junior College,ahmedabad@college.edu,1143000000,Sunny,19,35,129,6756
Maharashtra,Nagpur,8957,2 BHK,school,ihs@school.edu,9370000000,Ashoka Institute Of Computer Studies,ashoka@college.edu,9370000000,Sunny,25,31,60,17227
Maharashtra,Nagpur,177.6088497,3 BHK,New Model School,newmodelsehore@school.edu,1147000000,Ballabgarh Institute of Engineering and Technology,biet.b@college.edu,1292000000,Rainy,27.2,80,96,25000
Maharashtra,Chandrapur,2100,3,"St. Joseph\'s School, Chandrapur",St. Jose@gmail.com,7690000136,"Bridge Institute Of Management Studies (BIMC), Chandrapur",Bridge Ins@gmail.com,8467122752,Hazy,30.1,19,25,7148
Maharashtra,Pune,1500,3 BHK,Pune International School,puneinternationalschool@school.edu,9881000000,The Oxford College,college.oxford@college.edu,9881000000,Sunny,32.99,36,30,21642
Maharashtra,Nagpur,1076.4,1 BHK,Government High School,nagpur1@school.edu,9930000000,Sant Gadge Baba Amravati University,college@college.edu,9930000000,Rainy,23,84,138,11082
Maharashtra,Nagpur,3,1 BHK,Dav Public School,davschoolnagpur@school.edu,9225000000,Sudharshan College of Management and Technology,college@college.edu,9225000000,Rainy,21.2,77,76,4734
Maharashtra,Nagpur,132.72,3 BHK,Lady Doak College,ldc.office@school.edu,9865000000,Osmania University,college@college.edu,9865000000,Sunny,24.9,63,60,23800
Maharashtra,Aurangabad,177.52,2 BHK,Maharashtra Board School,maharashtraboard@school.edu,8883000000,Marathwada Institute of Technology - MIT,college@college.edu,8883000000,Sunny,31.1,43,51,1078
Maharashtra,Pune,8.87,1 BHK,Sri Krishna Convent,krishnaconvent@school.edu,2224000000,St. Xaviers College,college@college.edu,2224000000,Sunny,32.3,57,15,18800
Maharashtra,Navi Mumbai,100,1 BHK,Vidhya Niketan High School,info@school.edu,1235000000,KMC College,college@college.edu,1235000000,Stormy,32.2,30,87,7000
Maharashtra,Mumbai,29.44,3 BHK,"The Shri Ram School, Moulsari",info@school.edu,1142000000,The Shri Ram School,college@college.edu,1142000000,Rainy,12.2,97,89,17831.6
Maharashtra,Aurangabad,3689.29,3 BHK,St. Pius X Higher Secondary School,stpiusxhighersec@school.edu,9885000000,Rajiv Gandhi College of Engineering,college@college.edu,8100000000,Sunny,21.1,29,100,46292
Maharashtra,Nagpur,219,2 BHK,Baskar's International School,principal@school.edu,8076000000,Baskar's International School,college@college.edu,8076000000,Rainy,21,46,105,65160
Maharashtra,Mumbai,101.94,2 BHK,Shishu Vihar High School,shishuvihar.high@school.edu,7983000000,C.P.T. College of Engineering,cptceng@college.edu,7959000000,Cloudy,31.85,27.8,109,10453
Maharashtra,Nagpur,239,3 BHK,Crescent School,crescent.school303@school.edu,9829000000,Crescent College of Education,crescent.college303@college.edu,9829000000,Sunny,24,66,99,10437
Maharashtra,Mumbai,114.72,3 BHK,Holy Family Convent,hfcgaddasp@school.edu,1836000000,Dayanand College of Commerce,dcc@college.edu,1836000000,Cloudy,33.4,33,101,25850
Maharashtra,Panaji,12744,3 BHK,Adarsh Vidyalaya,adarshvidyalaya@school.edu,8896000000,Dhempe College Panaji,dhempecollegepanaji@college.edu,8895000000,Sunny,29.2,46,151,22191
Maharashtra,Mumbai,44,4 BHK,JSS International School,info@school.edu,8291000000,"Dr. D. Y. Patil Medical College, Hospital & Research Center",dypmc.dyp@college.edu,9881000000,Sunny,34.3,62,105,20829
Maharashtra,Navi Mumbai,44.9,2 BHK,Euro School,euroschool1@school.edu,8447000000,Bharati Vidyapeeth\'s College of Engineering,ece@college.edu,2227000000,Sunny,26,25,19,24424
Maharashtra,Mumbai,3276,4 BHK,Jehangir Nicholson School,nicholsonschool@school.edu,9821000000,"St. Xavier's College, Mumbai",email@college.edu,2223000000,Sunny,26.1,35,50,39175
Maharashtra,Mumbai,17750,2 BHK,Ecole Mondiale World School,enquiry@school.edu,8657000000,University of Mumbai,enquiry@college.edu,2223000000,Sunny,33,70,123,56100
Maharashtra,Nagpur,3795,2 BHK,D.A.V. Public School,dav.palam.vk@school.edu,4047000000,"Govt. College of Arts, Commerce and Science",gscs.palam.vk@college.edu,4047000000,Cloudy,29.6,30,17,23500
Maharashtra,Nagpur,487.33,4 BHK,Gurukul global School,admissions@school.edu,1203000000,Gurukul Global School,gurukulglobal@college.edu,2228000000,Cloudy,1.1,45.4,55,32765
Maharashtra,Mumbai,32.93,2 BHK,Shri Shankaracharya Bal Vidya Mandir,pankaj@school.edu,8029000000,Hindustan College of Arts and Commerce,hcc@college.edu,8029000000,Rainy,27,46,101,10041
Maharashtra,Mumbai,18.7,2,"Kendriya Vidyalaya, New Airport Rd, Mumbai, Maharashtra 400099, India",Kendriya@gmail.com,9875642485,IIT Bombay,IIT Bombay@gmail.com,8467122712,Clear,32.3,21,19,3628.37
Maharashtra,Mumbai,1128,1 BHK,IIT Mumbai,iitb.ac.in@school.edu,8657000000,IIT Mumbai,iitb.ac.in@college.edu,8657000000,Sunny,28.6,36,149,49000
Maharashtra,Mumbai,43.5,3 BHK,D.A.V. Public School,info@school.edu,9809000000,SRM Institute of Science and Technology,info@college.edu,9809000000,Cloudy,27.42,72,101,19116
Maharashtra,Nagpur,61.15,2 BHK,Dr. H. S. Gadgil International School,info@school.edu,8463000000,VNIT,info@college.edu,8601000000,Rainy,29.16,59,117,11702
Maharashtra,Nagpur,1546,4 BHK,Dr. Babasaheb Ambedkar International School,info@school.edu,7067000000,ITM Nagpur,info@college.edu,9327000000,Cloudy,28,60,125,76346
Maharashtra,Pune,132.52,2 BHK,Sangeet Vidyalaya,info@school.edu,6512000000,Jawaharlal Nehru University,info@college.edu,1127000000,Sunny,24.94,28,61,3279
Maharashtra,Pune,45.95,1 BHK,The Millennium School,info@school.edu,0,NIT Durgapur,info@college.edu,0,Rainy,30,61,46,11000
Maharashtra,Pune,3378.61,2 BHK,Nikita International School,info@school.edu,9899000000,Nikita College,info@college.edu,9899000000,Rainy,19.6,48,88,35000
Maharashtra,Mumbai,152.43,2 BHK,DELHI PUBLIC SCHOOL,info@school.edu,8589000000,Delhi Public School,info@college.edu,8589000000,Snowy,0.9,82,100,5736
Maharashtra,Pune,628.97,3 BHK,St. John's High School,stjohns.hschool@school.edu,8860000000,Faithfirm College,info@college.edu,7029000000,Cloudy,19,52,73,34590
Maharashtra,Aurangabad,161.35,4 BHK,Vidyakalpa Garden International School,garden@school.edu,9062000000,Vidyakalpa,info@college.edu,6350000000,Sunny,29.9,34,112,30000
Maharashtra,Mumbai,17.77,4 BHK,Vidya Nagar High School,info@school.edu,7406000000,Vidya Nagar High School,info@college.edu,7406000000,Cloudy,32.2,36.3,100,80000
Maharashtra,Mumbai,57.99,2 BHK,Vidyalaya Vidyaniketan High School,info@school.edu,8211000000,Vidyalaya Vidyaniketan Junior College,info@college.edu,8211000000,Sunny,35.2,32,134,10000
Maharashtra,Mumbai,813,2 BHK,Maharishi School,mschoolkansal@school.edu,9711000000,Kamwat Institute of Technology,info@college.edu,9711000000,Sunny,35.4,29,70,22500
Maharashtra,Nagpur,7950,4 BHK,Little Flower High School,littleflowerhs@school.edu,1122000000,Indraprastha College For Women,ipcw@college.edu,1128000000,Sunny,26.7,24,69,18900
Maharashtra,Nagpur,45,2 BHK,Vidyashram High School,vids@school.edu,8952000000,Jay College of Engineering,jay@college.edu,9899000000,Snowy,1.1,78,106,12000
Maharashtra,Mumbai,155.46,3 BHK,Navodaya Vidyalaya,navodaya.v@school.edu,9999000000,JNU,jnu@college.edu,9899000000,Cloudy,24.3,24,100,29830
Maharashtra,Mumbai,6306.76,4 BHK,R.D. National High School,rdschoolmumbai@school.edu,8081000000,K.J. Somaiya College of Arts & Commerce,kaushalya.somaiya@college.edu,8081000000,Sunny,28.2,61,101,31250
Maharashtra,Mumbai,1172,3 BHK,Kendriya Vidyalaya,kendriya.v@school.edu,8447000000,Kendriya Vidyalaya,kendriya.v@college.edu,8447000000,Sunny,24.7,45,57,30018
Maharashtra,Mumbai,14145,2 BHK,D.A.V. Public School,davmumbai@school.edu,9136000000,K.J. Somaiya College of Engineering,kjsce@college.edu,2226000000,Sunny,31.67,67,111,26791
Maharashtra,Nagpur,14.9,3,"Vidya Mandir English Medium School, Near Manorama Super Market, Wardha Road (Panchpaoli), Nagpur, Maharashtra, 440034, India, 0712 - 2526183",Vidya Ma@gmail.com,8564312358,"Knowledge Hub College Of Engineering, Near Nagpur - Pune Road, Nagpur, Maharashtra, 441109, India, 0712 - 2749666",Knowledge @gmail.com,7890123469,Cloudy,28.2,54,173,2560
Maharashtra,Nagpur,49.4,2 BHK,K.V. Vidyalaya,kvvidyalaya@school.edu,8987000000,KRR Dental College,krrdc@college.edu,8987000000,Rainy,18,77,127,16417
Maharashtra,Mumbai,446.0000031,2 BHK,Heydons School,heydons@school.edu,4066000000,Maharaja's College,maharajas.college@college.edu,4066000000,Sunny,34.12999878,52,91,21180
Maharashtra,Mazgaon,1.9,1,"K.T.S.M.A. High School,",K.T.S.M.@gmail.com,9875642460,Mazgaon Agrahari School,Mazgaon Ag@gmail.com,7890123472,Clouds,28.8,74,50,2200
Maharashtra,Mumbai,4306,3 BHK,"Modern School, New Delhi",modernschool@school.edu,8528000000,MOTHER TERESA WORLD INSTITUTE OF HIGHER EDUCATION,mtwihe@college.edu,1143000000,Cloudy,15.1,56,80,48891
Maharashtra,Nagpur,213.75,3 BHK,"High School, Nagpur",info@school.edu,7123000000,"Bharati Vidyapeeth's New Law College, Nagpur",nagpur@college.edu,9038000000,Cloudy,24.92,35,34,5228
Maharashtra,Panaji,201,2 BHK,High School,gurugram.secondary@school.edu,7803000000,New Delhi Institute of Management,nidm@college.edu,9818000000,Sunny,26,37,102,31070
Maharashtra,Nagpur,315.9,2 BHK,Nazareth Convent School,office@school.edu,9405000000,Nagpur Institute of Technology and Research,nitrc@college.edu,9405000000,Sunny,31.1,41,161,15322
Maharashtra,Mumbai,3071.65,4 BHK,St Xavier's English High School,stxavier@school.edu,7724000000,NMIMS Mumbai,nmi.mumbai@college.edu,2225000000,Cloudy,31,67,100,71372
Maharashtra,Pune,11617,3 BHK,Khairi School,info@school.edu,8879000000,PLUS College Of Engineering,pluscollegeofengineering@college.edu,8879000000,Sunny,36.8,45,174,47350
Maharashtra,Pune,9872,3 BHK,Dada Saheb Gaikwad School,principal@school.edu,9900000000,KC College,principal@college.edu,9900000000,Cloudy,28.5,88,83,124564
Maharashtra,Mumbai,17500,2 BHK,DG Ruparel College,principal@school.edu,9029000000,DG Ruparel College,principal@college.edu,9029000000,Snowy,0.9,87.3,16,82300
Maharashtra,Mumbai,13921,3 BHK,Jai Hind College,principal@school.edu,9012000000,Vivekanand Education Society's Institute of Science,principal@college.edu,9012000000,Sunny,30.69,47,37,62800
Maharashtra,Nagpur,61.7,2 BHK,Bharat Vidya Mandir,bharat.vidyamandir@school.edu,7154000000,Keshavrao Bhosale College,principal@college.edu,7123000000,Sunny,30.1,56,102,9250
Maharashtra,Mumbai,23122,3 BHK,Kishinchand Chellaram High School,principal@school.edu,1143000000,"Mithibai College of Arts, Commerce and Science",principal@college.edu,2226000000,Rainy,21.8,78,238,17498
Maharashtra,Pune,37.744,1 BHK,"Degree College, Pune",principal@school.edu,9145000000,"Degree College, Pune",principal@college.edu,9145000000,Sunny,32.4,35.3,100,27124
Maharashtra,Pune,209.77,3 BHK,Sai Siddharth Vidyalaya,principalsssv@school.edu,9004000000,Symbiosis Institute of Technology,principal@college.edu,2026000000,Sunny,26.3,35,91,31121
Maharashtra,Mumbai,133.34,2 BHK,"Dr. M. C. Choudhary P.G. Science College, Goregaon East, Mumbai",principal@school.edu,7305000000,"R. L. Bafna College of Commerce, Andheri West, Mumbai",principal@college.edu,9820000000,Cloudy,27.2,74,74,88000
Maharashtra,Nagpur,35,1 BHK,Kendriya Vidyalaya,principal@school.edu,8068000000,Sri Krishna College of Engineering and Technology,principal@college.edu,8068000000,Sunny,22,24,35,8013
Maharashtra,Karad,3850,2,"Jawahar Vidya Niketan School, 157, Karve Road, Karad, Maharashtra 415124, India, +91-2162-221863",Jawahar @gmail.com,9875642509,"Ramrao Adik Institute of Technology, Ketkar-Mills Road, Karad, Maharashtra 415124, India, +91-2162-241898",Ramrao Adi@gmail.com,8467122736,Clouds,24.4,76,101,588.67
Maharashtra,Nagpur,31.99,3 BHK,Kendriya Vidyalaya,kvsraipur@school.edu,2074000000,Rajiv Gandhi Institute of Technology,rgit@college.edu,2074000000,Sunny,36.46,18.2,5,125000
Maharashtra,Nagpur,81.56,2 BHK,Indus Valley School,indusvalleyschool@school.edu,1140000000,Ravishankar Shukla University,rsunagpur@college.edu,7123000000,Cloudy,26,62,175,45000
Maharashtra,Pune,9.42,2 BHK,Rani Laxmibai International School,rani.laxmibai.school@school.edu,8008000000,R. Y. M. A. College,rymacollege@college.edu,8008000000,Rainy,24.6,77,108,32976
Maharashtra,Nagpur,84,1 BHK,Saket School,saket.school@school.edu,8061000000,Saket College,saket.college@college.edu,8061000000,Rainy,21.16,77,83,8000
Maharashtra,Nagpur,157,1 BHK,S. P. Public School,sppublicschool@school.edu,9718000000,Sanjay College Of Education,sanjaycollegeofeducation@college.edu,7011000000,Sunny,30,42,92,30000
Maharashtra,Mumbai,2.06,2,The International School of Mumbai,The Inte@gmail.com,8564312343,Sathaye College,Sathaye Co@gmail.com,9778632525,Sunny,30.7,58,90,11000
Maharashtra,Nagpur,873,3 BHK,St. Aloysius High School,school@school.edu,8861000000,St. Aloysius High School,school@college.edu,8861000000,Sunny,34.1,16,70,7962
Maharashtra,Pune,50.4,2 BHK,Orchid International School,pune@school.edu,8147000000,Symbiosis Centre for Management Studies,scms@college.edu,7045000000,Cloudy,27.3,64,215,15000
Maharashtra,Pune,2199,3 BHK,The Sahyadri School,info@school.edu,9923000000,Symbiosis Centre for Management Studies,scmspune@college.edu,2026000000,Sunny,31.22,26,194,16400
Maharashtra,Nagpur,2.5,2,"SGT Public School, Contact Number: +91-712-2440600",SGT Publ@gmail.com,7849672114,SGT Public School,SGT Public@gmail.com,9778632523,Humid,30,71,72,502
Maharashtra,Mumbai,392.96,3 BHK,Mahatma Gandhi Secondary School,mahatmamgandhinagar.pragati.school@school.edu,8426000000,Shaheed Bhagat Singh College,shaheedbscollege.cbse.nic.in@college.edu,9810000000,Rainy,25.5,73,100,74593
Maharashtra,Pune,126.566,1 BHK,Ullas International School,uisschool@school.edu,8571000000,Symbiosis Institute of Technology,sit@college.edu,9923000000,Stormy,29.5,59.2,71,8187
Maharashtra,Mumbai,32.3,2,Sarvodaya Vidyalaya (Kalina),Sarvoday@gmail.com,9875642470,St. Xavier's College (Autonomous),St. Xavier@gmail.com,9123456784,Overcast,29.6,49,215,111.85
Maharashtra,Mumbai,10,2,"Bombay Scottish School, Email: admissions@bombayscottish.org, Phone: 022 24571000",Bombay S@gmail.com,7690000137,"St. Xavier's College, Email: admissions.xaviers@gmail.com, Phone: 022 24121723",St. Xavier@gmail.com,8467122753,Overcast,26.43,64,135,5123
Maharashtra,Mumbai,52.59,1 BHK,St. Mary's School,stmarysmg@school.edu,9592000000,St. Mary's School,stmarys@college.edu,9592000000,Sunny,34.53,1.9,102,28360
Maharashtra,Mumbai,143,2 BHK,Fortune International School,fortuneinternational1@school.edu,9304000000,St. Mary's College,stmaryscollege@college.edu,8802000000,Cloudy,25.4,67,94,14751
Maharashtra,Nagpur,560.14,3 BHK,Vivekananda Kendra Vidyalaya,vkvs@school.edu,2912000000,"St. Xavier's College, Bhubaneswar",stxaviers@college.edu,6512000000,Sunny,33.9,81,54,25670
Maharashtra,Nagpur,178.52,1 BHK,St. Joseph\'s Convent Higher Secondary School,st.josephs@school.edu,4423000000,Sri Venkateswara College of Engineering and Technology,svce.edu@college.edu,4423000000,Cloudy,24.5,82,17,40617
Maharashtra,Nagpur,5315,1 BHK,Vidya Bharti Sr. Sec. School,vbsnagpur@school.edu,7370000000,Shri Vishwakarma Institute of Technology,svit.info@college.edu,7122000000,Rainy,29,50,105,35600
Maharashtra,Pune,117.3,3 BHK,"St. Xavier's, Jaipur",sxavierjaipur@school.edu,9871000000,St. Xavier's College,sxcjaipur@college.edu,9871000000,Cloudy,32.2,47.8,27,44171
Maharashtra,Pune,78,2,"Narayana School, Bavdhan Mumbai Highway, Baner, Pune, Maharashtra, Pincode: 411045",Narayana@gmail.com,9875642481,Tata Institute of Social Sciences,Tata Insti@gmail.com,9123456795,Clouds,31,17,101,1377
Maharashtra,Pune,170,1 BHK,Government Primary School,none@school.edu,8788000000,Government Polytechnic,university@college.edu,9879000000,Rainy,25.2,54,160,12000
Maharashtra,Nagpur,110,4 BHK,Vivek English Medium School,vivekinagpur@school.edu,7123000000,Vivek Builders & Engineers Institute,vbei@college.edu,7123000000,Sunny,34.6,40,82,32200
Maharashtra,Mumbai,79.92,2 BHK,Kiran Model High School,kmhsr@school.edu,3323000000,Vidyasagar College,vc@college.edu,3323000000,Rainy,26,79,62,15700
Maharashtra,Nagpur,116.39,3 BHK,Maharashtra Public School,mpsschool.nagpur@school.edu,7305000000,Yashwantrao Chavan Mahavidyalaya,ycmvk@college.edu,7122000000,Cloudy,28.1,33,31,24760
Maharashtra,Bhiwandi,1420,3,Z.P. High School,Z.P. Hig@gmail.com,9875642511,Z.P. High School,Z.P. High @gmail.com,8467122738,Clouds,25,83,76,530
Maharashtra,Mumbai,123.2,2,"['Jai Hind School', 'Hindustan School', 'Bombay International School', 'Bombay Scottish School', 'Don Bosco High School', 'Bombay Cambridge School', 'New Era High School', 'J.B. Petit High School', 'St. Xavier\'s High",principal@example.com,7000000000,"['Bombay International School', 'Bombay Cambridge School', 'Hindustan School', 'National College', 'R. A. Podar College of Commerce and Economics', 'St. Xavier\'s College', 'HR College of Commerce and Economics', 'V. G. Vaze College",,,Partly Cloudy,24.1,55,89,2219
Maharashtra,Mumbai,12560,2,"['Bombay Scottish School', 'Worli Sea Face High School', 'Don Bosco High School', 'Grant Medical College and Sir J.J. Group of Hospitals', 'Lady Andal School', 'St. Andrews High School', 'Our Lady of Fatima High School',",principal@example.com,9000000000,"['Bombay Scottish School', 'Worli Sea Face High School', 'Don Bosco High School', 'Grant Medical College and Sir J.J. Group of Hospitals', 'Lady Andal School', 'St. Andrews High School', 'Our Lady of Fatima High School',",,,Fair,33.4,75.9,106,3350
Maharashtra,Mumbai,10.6,3,"['Alexander School', 'Aditya Birla World Academy', 'Aditya Niketan Vidyalaya', 'Alliance English School', 'Arya Vidya Mandir']",admissions@example.com,0,"['Bharati Vidyapeeth Deemed University', 'Indian Institute of Technology Bombay (IIT Bombay)', 'Sir JJ College of Architecture', 'Rizvi Education Society College of Architecture', 'University of Mumbai']",,,Light rain,30,85,132,626
Maharashtra,Mumbai,14.84,2,"['Bombay Scottish School', 'Cambridge International School', 'Don Bosco High School, Matunga', 'D.Y. Patil International School', 'Dhirubhai Ambani International School', 'Dhirubhai Ambani International School', 'Dhirubhai Amb",admissions@example.com,2000000000,"['H.R. College of Commerce and Economics', 'Indian Institute of Technology, Bombay', 'K.J. Somaiya Institute of Management Studies and Research', 'Sydenham College of Commerce and Economics', 'Tata Institute of Social Sciences', 'Welingkar Institute of Management Development",,,Cloudy,21.3,77,101,3999
Maharashtra,Mumbai,2.8,2,"['Bombay International School', 'Bombay Scottish School', 'Campion School', 'Dhirubhai Ambani International School', 'Dhirubhai Ambani International School', 'Dhirubhai Ambani International School', 'Dhirubhai Ambani International School', '",admission@example.com,2000000000,"['Amity University', 'IIT Bombay', 'Symbiosis Centre for Management Studies', 'Whistling Woods International Institute of Media, Arts and Animation', 'Whistling Woods International Institute of Media, Arts and Animation', 'Whistling Woods International Institute of Media, Arts and An",,,scattered clouds,27.3,93.2,86,2.62
Maharashtra,Mumbai,11.5,2,"['Smt. M.M.B. School (English Medium)', 'Smt. M.M.B. School (Marathi Medium)']",admissions@example.com,3000000000,"['Mithibai College Of Arts Chauhan Institute Of Science & Commerce - Mithibai College of Arts', 'Bombay International School', 'R.N. Podar School', 'H.R. College of Commerce and Economics', 'St. Xavier\'s College - Autonom",,,Clear,28.2,42,101,7052
Maharashtra,Mumbai,10147,3,"['Holy Cross High School', 'St. Xavier\'s High School', 'Vivekanand English School', 'Rustomjee Cambridge International School', 'Mithibai College of Arts, Charni Road, Mumbai', 'Mumbai University - University of Mumbai',",contactus@example.com,9000000000,"['Mithibai College of Arts, Charni Road, Mumbai', 'Mumbai University - University of Mumbai']",,,Cloudy,28.8,88,131,2874
Maharashtra,Mumbai,7264,3,"['MHADA Primary School,Mumbai', 'J.B.Petit High School,Mumbai', 'R.S.Mehta High School,Mumbai', 'Saraswadi Vidyalaya,Mumbai', 'Saraswati Vid",admission@example.com,8000000000,"['G.N.S. College of Architecture,Mumbai', 'H.R.College of Commerce and Economics,Mumbai', 'Jai Hind College,Mumbai', 'Mithibai College,Mumbai', 'Ruia College,Mumbai',",,,light intensity shower rain,25.5,71,101,3428
Maharashtra,Mumbai,90.9,3,"['Maharani Gayatri Devi School for Girls', 'NES International School', 'Oxford Public School', 'Rajhans Vidyalaya', 'Rizvi Springfield', 'Smt. Sulochanadevi Singhania School', 'The American School of Bombay',",admissions@example.com,0,"['H. R. College of Commerce and Economics', 'Rizvi College of Arts, Science and Commerce', 'Ruparel College of Arts, Science and Commerce', 'St. Xavier's College - Autonomous', 'Sydenham College', 'V. G. Vaze College of",,,Cloudy,33,60,109,3116
Maharashtra,Mumbai,143.405,4,"['Mumbai International School', 'Lalbaug School', 'Vidyasagar International School', 'St. Xavier''s High School, Fort', 'Bombay Scottish School - Mahim', 'St. Xavier''s High School - Mahim', 'Lady Andal School",admissions@example.com,2000000000,"['Narsee Monjee Institute of Management Studies', 'Sydenham College of Commerce and Economics', 'Welingkar Institute of Management and Research', 'H.R. College of Commerce and Economics', 'St. Xavier''s College, Mumbai', 'Worli College',",,,Sky is Clear,25,10,100,170
Maharashtra,Mumbai,89.05,2,"['Narsee Monjee Institute of Management Studies', 'H.R. College of Commerce and Economics', 'St. Xavier's College', 'Jai Hind College', 'R. A. Podar College of Commerce and Economics', 'Mithibai College', 'K.J",admissions@example.com,9000000000,"['Narsee Monjee Institute of Management Studies', 'H.R. College of Commerce and Economics', 'St. Xavier\'s College', 'Jai Hind College', 'R. A. Podar College of Commerce and Economics', 'Mithibai College', 'K.J",,,Broken clouds,32.35,64,118,120
Maharashtra,Mumbai,77.5,3,"['Sudarshan Vidyalaya Senior Secondary School', 'Sant Gajanan Maharaj English Medium High School', 'Sant Gajanan Maharaj High School', 'Harkesh High School', 'The Lawrence School Sanawad', 'Vidya B",principal@example.com,0,"['Azadbaug College of Arts and Science', 'Azadbaug College of Commerce', 'Bhagat Singh College of Arts and Science', 'Bhagat Singh College of Commerce', 'Dr. Ambedkar Law College', 'G H Raisoni College Of Engineering', 'G H",,,mostly cloudy,27.5,100,111,12100
Maharashtra,Mumbai,1.28,3,"['Bombay Scottish School', 'Bombay International School', 'Mumbai International School', 'St. Francis Xavier\'s High School', 'St. Xavier\'s High School', 'St. Andrew\'s High School', 'The Cathedral and John Connon School', 'The International",schools@example.com,5000000000,"['IIT Bombay', 'Nair College', 'St. Xavier\'s College', 'Sydenham College of Commerce and Economics', 'Xavier Institute of Management Studies', 'St. Xavier\'s College', 'Mithibai College', 'H.R. College of Commerce and",,,Drizzle,25,79,57,1.67
Maharashtra,Mumbai,2.35,3,"['Holy Family High School', 'Holy Name High School', 'Holy Rosary High School', 'Don Bosco High School', 'St. Xavier\'s High School', 'St. Mary\'s High School', 'Worli Seaface High School', 'St. Mary\'s High",schoolprincipals@example.com,0,"['St. Xavier\'s College', 'Mithibai College', 'Wadia College of Commerce', 'Hansraj Morarji College', 'KC College', 'St. Xavier\'s Institute of Management and Research', 'K J Somaiya College of Commerce and Science', '",,,overcast clouds,28.77,39,155,173.22
Maharashtra,Mumbai,9492,3,"['Holy Cross High School', 'St. Xavier\'s High School', 'St. Mary\'s School', 'Bombay International School', 'Warden School', 'J.B. Petit High School', 'Vivekananda Kendra Vidyalaya', 'D.B",nullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnull,1000000000,"['St. Xavier\'s College', 'R. D. National College', 'Stella Maris College', 'S. N. D. T. Women\'s College', 'R. A. Podar College of Commerce and Economics', 'Mithibai College of Arts, Chauhan",,,Fog,27.5,64,101,3902
Maharashtra,Mumbai,1651000,2,"['Shankar's Play School', 'Seth Goverdhanram & Sons High School', 'Government High School', 'Sujata Sanatan Vidyalaya', 'Jaihind School', 'St. Xavier High School', 'St. Theresa School', 'P",contact@example.com,0,"['Gujarat Vidyapith', 'Silver Oaks International School', 'Maharashtra Institute of Technology', 'Bhartiya Vidya Bhavan', 'Vivekananda Kendra Vidyalaya', 'Shri S. B. Vid",,,Haze,33,62,96,6245
Maharashtra,Mumbai,11920000,3,"['Bombay Scottish School', 'Don Bosco High School', 'JB Petit High School', 'New Era High School', 'St. Joseph's High School', 'St. Xavier's High School', 'Hinduja National High School', 'Hinduja National High School",contact@example.com,2000000000,"['St. Xavier's College', 'H.R. College of Commerce and Economics', 'R.A. Podar College of Commerce and Economics', 'Ramnarain Ruia College', 'Mithibai College', 'K. J. Somaiya College of Arts and Commerce",,,Cloudy,35.9,67,128,11290
Maharashtra,Mumbai,2834,2,"['D.A.V. Public School - Mumbai', 'Dhirubhai Ambani International School', 'Narsee Monjee School', 'Churchgate International School', 'Bombay Cambridge School', 'BSE International School', 'Dhirubhai Ambani International School",admissions@example.com,7000000000,"['NMIMS (Deemed to be University) - Mumbai', 'V.G. Vaze College of Architecture', 'V.G. Vaze College of Engineering', 'V.G. Vaze College of Commerce & Economics', 'V.G. Vaze College of Management Studies",,,Cloudy,23.75,88,11,1330
Maharashtra,Mumbai,1399,3,['Kanheri International School'],mumbai@example.com,8000000000,['Keejay Institute of Technology and Management'],,,Mostly Cloudy,31,83,141,2617
Maharashtra,Mumbai,1.45,2,"['The Tata School', 'Little Angels Montessori House', 'The study hall', 'The Millennium School', 'Little Flower High School', 'Ramniranjan Jhunjhunwala School', 'Ashok Vidya Mandir', '",jain.admissions@example.com,2000000000,"['Mithibai College', 'KC College of Commerce', 'St. Xavier\'s College', 'Siddharth College of Arts and Commerce', 'S.P. Jain Institute of Management & Research', 'Bombay Scottish School', 'V.G.Vaze College of Commerce",,,Snow or sleet,19.19,59,139,2073
Maharashtra,Mumbai,107,2,"['D Y Patil International School', 'St Paul\'s High School', 'Cambridge International School', 'St. Xavier\'s High School', 'St. Joseph\'s High School', 'St Mary\'s High School', 'St. Xavier\'s High School', 'Dhirub",admission@example.com,8000000000,"['Atma Ram Sanatan Dharma College', 'Mithibai College', 'Jai Hind College', 'Kishinchand Chellaram College', 'St. Andrew\'s College', 'K.C. College', 'Ruparel College of Arts, Science and Commerce', 'Riz",,,few clouds,31,77,131,1661
Manipur,Imphal,117,1 BHK,Army Public School,aps.jln@school.edu,6913000000,"Army Institute of Management, Jalandhar",armyinstituteofmanagement.jln@college.edu,1881000000,Rainy,24,65,71,16700
